Company Name,BSE id,NSE id
LIGHT HOUSE INVESTMENTS LTD.,,ZLIGHTHS
GOLDMINE FINTRADE LTD.,,GLMINEF
ELCID INVESTMENTS LTD.,,ELCIDIN
RAI INVESTMENTS LTD.,,ZRAIINVE
MEDIAONE GLOBAL ENTERTAINMENT LTD.,,MEDIAONE
HEALTHY INVESTMENTS LTD.,,HEALINV
SAHARA ONE MEDIA &amp; ENTERTAINMENT LTD.-$,,SAHARA
SOLITAIRE INVESTMENTS CO.LTD.,,SOLITIN
COBAL INVESTMENTS CO.LTD.,,COBALIN
SHREENATH INVESTMENTS CO.LTD.,,SHRENTI
GEODESIC LTD.,,GEODESIC
ZHARYCONDM,,ZHARYCONDM
BANSWARA SYNTEX LTD.-$,,BANSWRAS
AMBIKA SILK MILLS LTD.,,ZAMBISLK
BOMBAY SILK MILLS LTD.,,BOMSILKDM
GSL (INDIA) LTD.,,GSLINDL
GARWARE NYLONS LTD.,,GRWRENY
APR LTD.,,APR
MODELLA WOOLLENS LTD.,,MODWOOL
MODIPON LTD.,,MODIPON
NRC LTD.,,NRC
SHRUTI SYNTHETIC LTD.,,SHRUSYN
DIGJAM LTD.,,DIGJAM
SHREE SYNTHETICS LTD.,,SHREESYN
SHRI DINESH MILLS LTD.-$,,SHRIDINE
SRF LTD.,,SRF
SIYARAM SILK MILLS LTD.-$,,SIYSIL
SWADESHI POLYTEX LTD.,,SWADPOL
BIRLA TRANSASIA CARPETS LTD.,,BIRLATR
KAREEMS SILK INTERNATIONAL LTD.,,KAREEMS
FOMENTO RESORTS &amp; HOTELS LTD.,,FOMEHOT
SHREE RAJASTHAN SYNTEX LTD.-$,,SHRAJSYNQ
HAMCO STEELS &amp; ALLOYS LTD.,,HAMSTAL
JAIN SPINNERS LTD.,,JAINSPN
SIDDHARTHA SUPER SPINNING MILLS LTD.,,SUPERSP
JAIPUR POLYSPIN LTD.,,JAIPURPO
SHREE MANUFACTURING CO.LTD.,,SHRMFGC
PRIYADARSHINI SPINNING MILLS LTD.,,PRIYADSP
TIRUPATI FIBRES &amp; INDUSTRIES LTD.,,TRPATFB
ORIENT SYNTEX LTD.,,ORNTSYN
HIND SYNTEX LTD.,,HINDSYNTEX
SATYAM SILK MILLS LTD.,,ZSATYASL
ARIHANT INDUSTRIES LTD.,,ARIHANTIND
OXEMBERG APPARELS LTD.,,OXEM BAP
ASIAN ELECTRONICS LTD.,,ASIANELEC
BARODA ELECTRIC METERS LTD.,,BAROELE
BHARAT BIJLEE LTD.-$,,BBL
CTR MANUFACTURING INDUSTRIES LTD.,,CTRMFG
DEVIDAYAL INDUSTRIES LTD.,,DEVINDL
DIGITAL ELECTRONICS LTD.,,ZDIGIELE
EDDY CURRENT CONTROLS (I) LTD.,,EDDYCUR
ELPRO INTERNATIONAL LTD.,,ELPROINTL
EMCO LTD.-$,,EMCO
GEE LTD.,,GEE
GLOBE ACTIVE TECHNOLOGIES LTD.,,GLOBACT
HIND RECTIFIERS LTD.,,HIRECT
INDO-NATIONAL LTD.,,NIPPOBATRY
INDUSTRIAL CABLES (INDIA) LTD.,,INDSCBL
ZENSAR TECHNOLOGIES LTD.,,ZENSARTECH
JEM INDUSTRIES LTD.,,JEMINDU
JYOTI LTD.-$,,JYOTI
JSL INDUSTRIES LTD.,,JSLINDL
KAYCEE INDUSTRIES LTD.,,KAYCEEI
KHANDELWAL HERMANN ELECTRONICS LTD.,,KHNDHER
INDOKEM LTD.,,INDOKEM
PANASONIC ENERGY INDIA COMPANY LTD.-$,,PANAENERG
MELTRON SEMICONDUCTORS LTD.,,MLTRNSM
NELCO LTD.,,NELCO
OTIS ELEVATOR CO. (INDIA) LTD.,,OTISEDM
PERMANENT MAGNETS LTD.-$,,PERMAGN
HIGH ENERGY BATTERIES (INDIA) LTD.,,HIGHENE
STANDARD BATTERIES LTD.,,STDBAT
SYLVANIA &amp; LAXMAN LTD.,,SYLVAEL
TRANSFORMERS &amp; ELECTRICALS KERALA LTD.,,TRANELE
UNIVERSAL CABLES LTD.,,UNIVCABLES
W.S.INDUSTRIES (INDIA) LTD.-$,,WSIND
WILLARD INDIA LTD.,,WILLARD
DELTON CABLES LTD.,,DLTNCBL
GENELEC LTD.,,GENELEC
ELECTRA (INDIA) LTD.,,ELCTRA
FCI OEN CONNECTORS LTD.,,FCIOEN
SAHA KEIL LTD.,,SAHAKEI
DELTRON LTD.,,DELTRON
LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,,LAKSELEC
KHAITAN ELECTRICALS LTD.,,KHAITANELE
TUMUS ELECTRIC CORPORATION LTD.,,TUMUSEL
WESTON ELECTRONIKS LTD.,,WESTELE
PUNJAB ANAND LAMP INDUSTRIES LTD.,,PUALIDM
DELTA MAGNETS LTD.,,DELTAMAGNT
POLAR INDUSTRIES LTD.,,POLARIND
TATA INFOTECH LTD.,,TATAINFOTE
KARNATAKA WELDING PRODUCTS LTD.,,KARWELD
RUTRON INTERNATIONAL LTD.,,RUTRINT
INDTRADECO LTD.,,INTRA
BALSARA HYGIENE PRODUCTS LTD.,,ZBALSHYG
Confidence Finance And Trading Limited,,CONFINT
RAVINDRA TRADING &amp; AGENCIES LTD.,,RAVINDT
KANUMANEK TRADING CO.LTD.,,KANUMUN
SAM LEASECO LTD.,,SAMLEPU
G.D.TRADING &amp; AGENCIES LTD.,,GDTRAGN
EMPOWER INDIA LTD.,,EMPOWER
TITAN TRADING &amp; AGENCIES LTD.,,ZTITANTR
MULTIPURPOSE TRADING &amp; AGENCIES LTD.,,ZMULTIPU
TURBOTECH ENGINEERING LTD.,,TURBO
REMI SALES &amp; ENGINEERING LTD.,,REMISIN
SIYARAM PODDAR FINANCE &amp; TRADING LTD.,,ZSIYARPO
RIDHI SYNTHETICS LTD.,,RIDHISYN
CHAMPION FINSEC LTD.,,CHAMPFIN
GRANDMA TRADING &amp; AGENCIES LTD.,,GRANDMA
ARDI INVESTMENT &amp; TRADING LTD.,,ZARDIINV
OPAL TRADING LTD.,,ZOPALTRD
SOFTBPO GLOBAL SERVICES LTD.,,SOFTBPO
A.T.E.TRADING &amp; MANUFACTURING COMPANY LTD.,,ATETRMGDM
Nyssa Corporation Limited,,NYSSACORP
VINADITYA TRADING CO.LTD.,,ZVINADTR
SIMPLEX TRADING &amp; AGENCIES LTD.,,SMPLXTR
ELF TRADING &amp; CHEMICALS MANUFACTURING LTD.,,ELFTRDG
BALGOPAL HOLDING &amp; TRADERS LTD.,,ZBALGHOL
ARUN VARUN TRADE &amp; INVESTMENT LTD.,,ARVRTRI
Krishna Ventures Limited,,KRISHNA
UP TOWN TRADING &amp; INVESTMENTS LTD.,,UPTOWTR
GANESH HOLDINGS LTD.,,GANHOLD
SJ CORPORATION LTD.,,SJCORP
MADRAS ALUMINIUM CO.LTD.,,MALCO
HARYANA STEEL &amp; ALLOYS LTD.,,HARSTEEL
UNI ABEX ALLOY PRODUCTS LTD.,,UNIABEXAL
SARDA ENERGY &amp; MINERALS LTD.-$,,SARDAEN
SOMANI IRON &amp; STEEL LTD.,,SOMANI
BIHAR FOUNDRY &amp; CASTINGS LTD.,,BIHRFOC
ANIL SPECIAL STEEL INDUSTRIES LTD.-$,,ANILSPL
BWL LTD.,,BWLLTD
BHAGWATI AUTOCAST LTD.,,BGWTATO
BOMBAY WIRE ROPES LTD.,,BOMBWIR
CANARA STEEL LTD.,,CANRSTL
CHASE BRIGHT STEEL LTD.,,CHASBRT
UNIVERSAL PRIME ALUMINIUM LTD.,,UNIVPRIM
GALADA POWER &amp; TELECOMMUNICATION LTD.,,GALADA
GONTERMANN-PEIPERS (INDIA) LTD.,,GONTER
GKW LTD.,,GKW
GRAHAM FIRTH STEEL PRODUCTS LTD.,,GRHMFRT-B
GUJARAT STEEL TUBES LTD.,,GUJSTUB
HINDUSTAN WIRES LTD.,,HINDWRS
HIND WIRE INDUSTRIES LTD.,,HWIREMT
STEEL STRIPS LTD.,,STRIPMT
INDIAN BRIGHT STEEL CO.LTD.,,IBRIGST
INDIA FORGE &amp; DROP STAMPINGS LTD.,,INFORDR
INDIAN HUME PIPE CO.LTD.,,INDIANHUME
DERCO COOLING COILS LTD.,,ZDERCOIL
INDIAN LINK CHAIN MANUFACTURES LTD.,,INLCM
INDIAN METALS &amp; FERRO ALLOYS LTD.,,INDMETA-B
INSMT,,INSMT
INDORE WIRE CO.LTD.,,INDWIRE-B
INVESTMENT &amp; PRECISION CASTINGS LTD.,,INVPRECQ
SUMMIT SECURITIES LTD.,,SUMMITSEC
INFORMED TECHNOLOGIES INDIA LTD.,,INFORTEC
MAHINDRA UGINE STEEL CO.LTD.,,MAHINDUGIN
MAHARASHTRA ELEKTROSMELT LTD.,,MAHELEK
KAIRA CAN CO.LTD.,,KAIRA
MOHATTA &amp; HECKEL LTD.,,MHECKMT
MUZAFFARNAGAR STEELS LTD.,,ZMUSSSTL
PARTAP RAJASTHAN SPECIAL STEEL LTD.,,PRATRAJ
ORISSA SPONGE IRON &amp; STEEL LTD.-$,,ORISSASP
ORIENT ABRASIVES LTD.-$,,ORIENTABRA
NATIONAL STANDARD (INDIA) LTD.,,NATIONSTD
NAHAR INTERNATIONAL LTD.,,NAHARINT
RATHI ALLOYS &amp; STEEL LTD.,,RATHIAL
RATHI ISPAT LTD.-$,,RATHISPA
RATHI STEEL &amp; POWER LTD.-$,,RATHIST
SCHRADER DUNCAN LTD.-$,,SSDUNC
SANDUR MANGANESE &amp; IRON ORES LTD.,,SANDUMA
JHAGADIA COPPER LTD.,,JHAGCOP
SHREE MAHAVIR ISPAT LTD.,,ZSMAHISP
STEEL COMPLEX LTD.,,STELCOM
STOVEC INDUSTRIES LTD.,,STOVACQ
STEWARTS &amp; LLOYDS OF INDIA LTD.-$,,STEWARTQ
TAYO ROLLS LTD.-$,,TATAYODOGA
TINPLATE COMPANY OF INDIA LTD.,,TINPLATE
TUBE INVESTMENTS OF INDIA LTD.,,TUBEINVEST
WELCAST STEELS LTD.,,ZWELCAST
VIDARBHA IRON &amp; STEEL CORPORATION LTD.,,VIDIRMT
BHORUKA STEEL &amp; SERVICES LTD.,,BHRKSTSER
WESTERN MINISTIL LTD.,,WMINIMT
AUTOMOTIVE AXLES LTD.,,AUTOAXLES
ATLAS CYCLES (HARYANA) LTD.,,ATLASCYCLE
AUTOMOBILE PRODUCTS OF INDIA LTD.,,AUTOPRD
AUTOMOBILE CORPORATION OF GOA LTD.-$,,ACGL
CLUTCH AUTO LTD.-$,,CLUTCHAUTO
SETCO AUTOMOTIVE LTD.,,SETCO
INDIA RADIATORS LTD.,,INRADIA
SCOOTERS INDIA LTD.,,SCOOTER
SAN ENGINEERING &amp; LOCOMOTIVE CO.LTD.,,SANENG
TALBROS AUTOMOTIVE COMPONENTS LTD.,,TALBROAUTO
Z.F.STEERING GEAR (INDIA) LTD.-$,,ZFSTEERING
BOSCH CHASSIS SYSTEMS INDIA LTD.,,BOSCHCHAS
KINETIC MOTOR CO.LTD.,,KINETIC
SML ISUZU LIMITED,,SMLISUZU
TIL LTD.,,TIL
EICHER MOTORS LTD.,,EICHERMOT
JAINEX AAMCOL LTD.,,JAINEX
ALFRED HERBERT (INDIA) LTD.,,ALFREDHE
CIMMCO LTD.,,CIMMCO
Veljan Denison Limited,,VELJAN
DYNAMATIC TECHNOLOGIES LTD.-$,,DYNAMATECH
G.G.DANDEKAR MACHINE WORKS LTD.,,GGDANDE
TATA CONSTRUCTION &amp; PROJECTS LTD.,,TATCP
GMM PFAUDLER LTD.,,GMM
INDABRATOR LTD.,,INDABRT
WEBEL SEN CAPACITORS LTD.,,WEBELSE
JOHN FOWLER (INDIA) LTD.,,JOHNFWL-B
Tulive Developers Limited,,TULIVE
KULKARNI POWER &amp; TOOLS LTD.,,KULKPOWT
KUNAL ENGINEERING CO.LTD.,,KUNLENG
LAKSHMI AUTOMATIC LOOM WORKS LTD.,,LXMIATO
LYNX MACHINERY &amp; COMMERCIALS LTD.,,LYNMC
MANUGRAPH INDIA LTD.-$,,MANUGRAPH
LOYAL ENGINEERING LTD.,,ZLOYAENG
Mirch Technologies (India) Ltd,,MIRCH
MONOTYPE INDIA LTD.,,MONOT
NESCO LTD.,,NESCO
INTEGRA ENGINEERING INDIA LTD.,,INTEGRAEN
BOSCH REXROTH (INDIA) LTD.,,BOSCHDM
REVATHI EQUIPMENT LTD.-$,,REVATHI
SIMTOOLS LTD.,,SIMTOOL
STANFORD ENGINEERING LTD.,,STANENG
SLMMNKL,,SLMMNKL
TECHNO ELECTRIC &amp; ENGINEERING COMPANY LTD.,,TECHELE
TEXMACO INFRASTRUCTURE &amp; HOLDINGS LTD.,,TEXINFRA
WENDT (INDIA) LTD.,,WENDT
STAR MACHINERY MANUFACTURING CO.LTD,,STARMCH
BIRLA MACHINING &amp; TOOLINGS LTD.-$,,BIRLMCTOL
PS IT Infrastructure &amp; Services Limited,,PSITINFRA
SINDU VALLEY TECHNOLOGIES LTD.,,SINDUVA
Axon Ventures Ltd,,AXONVL
RESPONSIVE INDUSTRIES LTD.,,RESPONIND
SAM-TUL INVESTMENTS LTD.,,ZSAMTULI
Shree Shaleen Textiles Limited,,SHRSHATEX
SHYAMKAMAL INVESTMENTS LTD.,,SHYMINV
ARIHANT PETRO CHEMICALS LTD.,,ZARIHPET
HEM HOLDINGS &amp; TRADING LTD.,,ZHEMHOLD
MAHARASHTRA CORPORATION LTD.,,MAHACORP
PARICHAY INVESTMENTS LTD.,,ZPARICIN
DOLAT INVESTMENTS LTD.,,DOLAT
SHYAMAL HOLDINGS &amp; TRADING LTD.,,SHYAMHO
PRISM INFORMATICS LTD.,,PRISMINFO
WESTLIFE DEVELOPMENT LTD.,,WESTLIFE
VVN MFG.&amp; INVESTA LTD.,,ZVVNMFG
ZEE ENTERTAINMENT ENTERPRISES LTD.,,ZEEL
IMC FINANCE LTD.,,IMCFINA
SUNFLEX FINANCE &amp; INVESTMENTS LTD.,,SUNFI
BALAJI BONDS &amp; HOLDINGS LTD.,,BALAHDG
AQUALAND (INDIA) LTD.,,ZAQULNDI
Goldcrest Corporation Limited,,GOLDCORP
W W TECHNOLOGY HOLDINGS LTD.,,WWTECHHOL
KOVALAM INVESTMENT &amp; TRADING CO.LTD.,,ZKOVALIN
SVP GLOBAL VENTURES LTD.,,SVPGLOB
SHREEKRISHNA BIOTECH LTD.,,SHKRISHNAB
MULTIPLUS HOLDINGS LTD.,,MULTIIN
SKYLINE MILLARS LTD.,,SKYLMILAR
REMI PROCESS PLANT &amp; MACHINERY LTD.,,REMIPRO
ABC BEARINGS LTD.-$,,ABCBEARS
ASIAN BEARINGS LTD.,,ASIANBRG
CPEC LTD.,,CPECLTD
BIMETAL BEARINGS LTD.-$,,BIMETAL
CHICAGO PNEUMATIC INDIA LTD.,,CHIPIDM
TAPARIA TOOLS LTD.,,TAPARIA
BHARAT GEARS LTD.,,BHARATGEAR
BRADY &amp; MORRIS ENGINEERING CO.LTD.,,BRADYM
La Tim Metal &amp; Industries Ltd,,LATIMMETAL
ELECON ENGINEERING CO.LTD.,,ELECON
DECCAN BEARINGS LTD.,,DECANBRG
GRAUER &amp; WEIL (INDIA) LTD.-$,,GRAUWEIL
GAJRA BEVEL GEARS LTD.-$,,GAJRA
GUJARAT AUTOMOTIVE GEARS LTD.,,GUJAUTO
GABRIEL INDIA LTD.-$,,GABRIEL
HERCULES HOISTS LTD.,,HERCULES
HINDUSTAN EVEREST TOOLS LTD.,,HINDEVER
IFB INDUSTRIES LTD.,,IFBIND
SINGER INDIA LTD.,,SINGER
INTERNATIONAL COMBUSTION (INDIA) LTD.,,INTLCOMBQ
FEDERAL-MOGUL GOETZE (INDIA) LTD.,,FMGOETZE
JOST'S ENGINEERING CO.LTD.,,JOSTS
OTOKLIN PLANTS &amp; EQUIPMENTS LTD.,,OTOKLIN
PERFECT CIRCLE INDIA LTD.,,PERCI
FAG BEARINGS INDIA LTD.,,FAGBEARING
MIPCO SEAMLESS RINGS (GUJARAT) LTD.,,MPCOSEMB
RANE HOLDINGS LTD.,,RANEHOLDIN
ROLCON ENGINEERING CO.LTD.,,ROLCOEN
REIL ELECTRICALS INDIA LTD.,,REILELEC
SECALS LTD.,,SECALS
SNL BEARINGS LTD.,,SNL
SHRIRAM BEARINGS LTD.,,SHBEREN
JAIPAN INDUSTRIES LTD.,,JAIPAN
APS-STAR INDUSTRIES LTD.,,APSSTAR-B
MANGAL CREDIT AND FINCORP LTD.,,MANCREDIT
TRF LTD.-$,,TRF
WPIL LTD.,,WPIL
ALFA LAVAL (INDIA) LTD.,,ALFALAVAL
KENNAMETAL INDIA LTD.-$,,KENNAMET
HINDUSTAN HARDY SPICER LTD.,,HINDHARD
Exedy India Limited-$,,EXEDYIND
VISHAL MALLEABLES LTD.,,VISHMEL
CENTURY TUBES LTD.,,CENTTUBDM
TRITON VALVES LTD.,,TRITONV
HINDUJA FOUNDRIES LTD.-$,,HINDUJAFO
AJANTA TUBES LTD.,,AJNTTUB
SUDAL INDUSTRIES LTD.,,SUDAI
JRI Industries &amp; Infrastructure Limited,,JRIIIL
PRAKASH INDUSTRIES LTD.,,PRAKASH
HARIYANA METALS LTD.,,HARME
BHORUKA ALUMINIUM LTD.,,BHRKALM
MAHESH AGRICULTURE IMPLEMENTS &amp; STEEL FORGE LTD.,,MAISF
PRABHU STEEL INDUSTRIES LTD.,,ZPRBHSTE
ARIHANT STEEL &amp; ALLOYS LTD.,,ARIHAST
STEEL TUBES OF INDIA LTD.,,STEELTUBES
GRINDWELL NORTON LTD.-$,,GRINDWELL
LAKSHMI PRECISION SCREWS LTD.,,LAKPRE
ANUP MALLEABLE LTD.,,ANUPMAL
BCL FORGINGS LTD.,,BCLFRG***
CASTRON TECHNOLOGIES LTD.,,CASTRON
QPRO INFOTECH LTD.,,QPRO
VICTORIA ENTERPRISES LTD.,,VICTENT
STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,,STANROS
PRECIOUS TRADING &amp; INVESTMENTS LTD.,,PRECTRA
GENESYS INTERNATIONAL CORPORATION LTD.,,GENESYS
JALAVEG INVESTMENTS &amp; TRADING CO.LTD.,,ZJALAVEG
LIFELINE DRUGS &amp; PHARMA LTD.,,LIFELINE
VIVEK COMMERCIAL LTD.,,VIVEKCO
ALNA TRADING &amp; EXPORTS LTD.,,ALNATRD
Pankaj Piyush Trade &amp; Investment Ltd,,PANKAJPIYUS
NIDHI POLYESTER LTD.,,NIDHIPL
PARNAX LAB LTD.,,PARNAXLAB
NAGARJUNA FINANCE LTD.,,NGRJFIN-B
INDIACO VENTURES LTD.,,INDIACO
INTELLIVATE CAPITAL VENTURES LTD.,,INTELLCAP
HIRAMOTI FINANCE LTD.,,HIRAMFN
VYAPAR INDUSTRIES LTD.,,VYAPAR
VISAGAR POLYTEX LTD.,,VIVIDHA
SARAF SONS (TRADERS) LTD.,,SARAFSO
GATEWAY HOLDING &amp; TRADES LTD.,,GATEHLD
ETC NETWORKS LTD.,,ETCNETWORK
ASIS LOGISTICS LIMITED,,ASISL
ISHWARSHAKTI HOLDINGS &amp; TRADERS LTD.,,ISHWATR
TERRAFORM MAGNUM LTD.,,TERRAFORM
BRINDABAN HOLDINGS &amp; TRADING LTD.,,BRINDHL
APIS INDIA LTD.,,APIS
NASHVILLE INVESTMENT &amp; TRADING CO.,,NASHINV
HIRAN ORGOCHEM LTD.-$,,HIRAN
SAMPADA CHEMICALS LTD.,,ZSAMPACH
JATAYU TEXTILES &amp; INDUSTRIES LTD.,,ZJTYUTXL
SUSMIT TRADING LTD.,,SUSMITR
KHATAU EXIM LTD.,,ZKHATAUE
SHREE OM TRADES LTD.,,SRIOMTR
KANANI INDUSTRIES LTD.,,KANANIIND
GALAXY ENTERTAINMENT CORPORATION LTD.-$,,GLXYENT
SARVAMANGAL MERCANTILE CO.LTD.,,ZSARVAMA
SUSHREE TRADING LTD.,,ZSUSHRTR
Arihant Superstructures Limited,,ASL
VIKSIT ENGINEERING LTD.,,VIKSHEN
BLISS GVS PHARMA LTD.,,BLISSGVS
MERTINEZ ENTEX INDUSTRIES LTD.,,MRTENTI
INEOS Styrolution India Ltd,,INEOSSTYRO
ADARSH CHEMICALS &amp; FERTILIZERS LTD.,,ADARCHM
RHODIA SPECIALTY CHEMICALS INDIA LTD.-$,,RHODIA
ALEMBIC LTD.,,ALEMBICLTD
AMAR DYE-CHEM LTD.,,AMRDYCMDM
AMINES &amp; PLASTICIZERS LTD.,,AMNPLST
ANUH PHARMA LTD.,,ANUHPHR
MODISON METALS LTD.-$,,MODISNME
ARLABS LTD.,,ARLABS
ASSAM PETROCHEMICALS LTD.,,ASSAPET
BARIUM CHEMICALS LTD.,,BARIUMC
BAYER CROPSCIENCE LTD.,,BAYERCROP
Sashwat Technocrats Limited,,SASHWAT
BORAX MORARJI LTD.,,BORAX
CELLULOSE PRODUCTS OF INDIA LTD.,,CELUPRO
CHEMIEQUIP LTD.,,CHMEQUP
CHEMPLAST SANMAR LTD.,,CHEMPLAST
CHEMO PHARMA LABORATORIES LTD.,,CHEMOPH
CITRIC INDIA LTD.,,CITRIND
CITURGIA BIOCHEMICALS LTD.,,CITURGIA
CLARIANT CHEMICALS (INDIA) LTD.,,CLNINDIA
COROMANDEL INTERNATIONAL LTD.,,COROMANDEL
DEEPAK NITRITE LTD.-$,,DEEPAKNI
DHARAMSI MORARJI CHEMICAL CO.LTD.,,DHARAMSI
DIL LTD.,,DIL
FICOM ORGANICS LTD.,,FICOMOR
GATEWAY CHEMISTS LTD.,,ZGATEWCH
GUJARAT CARBON &amp; INDUSTRIES LTD.,,GUJCARB
SI GROUP-INDIA LTD.,,SIGROUP
HICO PRODUCTS LTD.,,HICOPRO
GOCL Corporation Ltd-$,,GOCLCORP
IDI LTD.,,IDI
INDIAN ELECTRO CHEMICALS LTD.,,INDELTC
J.K.INVESTO TRADE (INDIA) LTD.,,JKINVESTR
JAYANT VITAMINS LTD.,,JYNTVTM
JAYSHREE CHEMICALS LTD.,,JAYCH
J.L.MORISON (INDIA) LTD.,,JLMORI
KANORIA CHEMICALS &amp; INDUSTRIES LTD.,,KANORICHEM
KELTECH ENERGIES LTD.,,KELENRG
KEMP &amp; COMPANY LTD.,,KEMP
NITTA GELATIN INDIA LTD.-$,,NITTAGELA
KEYTUO CHEMICALS LTD.,,ZKEYTUCH
KUTCH SALT &amp; ALLIED INDUSTRIES LTD.,,KUTCSAL
M.P.AGRO INDUSTRIES LTD.,,MPAGI
SIEMENS HEALTHCARE DIAGNOSTICS LTD.,,SIEHEALTH
ORIENTAL CARBON &amp; CHEMICALS LTD.-$,,ORIENTCQ
PESTICIDES &amp; BREWERIES LTD.,,ZPESTICI
PHILLIPS CARBON BLACK LTD.,,PHILIPCARB
AMAL LTD.,,AMAL
POLYCHEM LTD.,,POLYCHEM
RAJ PRAKASH CHEMICALS LTD.,,RAJPCHM
Sunrise Asian Limited,,SUNASIAN
PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,,PUNJABCHEM
GUJCHEM DISTILLERS INDIA LTD.,,GUJCMDS
SADHANA NITROCHEM LTD.,,SADHNANIQ
SEARSOLE CHEMICALS LTD.,,SEARSOLDM
SOMAIYA ORGANICS (INDIA) LTD.,,ZSOMAIYO
SUDARSHAN CHEMICAL INDUSTRIES LTD.,,SUDARSCHEM
SYNTHETICS &amp; CHEMICALS LTD.,,SYNTHCHEM
TECIL CHEMICALS &amp; HYDRO POWER LTD.,,TRELCHE-B
ULTRAMARINE &amp; PIGMENTS LTD.-$,,ULTRAMAR
TRANSPEK INDUSTRY LTD.-$,,TRANSPEK
UNICHEM LABORATORIES LTD.,,UNICHEMLAB
CABOT INDIA LTD.,,CABINDM
SWASTIK SURFACTANTS LTD.,,SWASURF
MYSORE PETRO CHEMICALS LTD.-$,,MYSORPETRO
HIND LEVER CHEMICALS LTD.,,HINDLEVCHM
RHONE-POULENCE (INDIA) LTD.,,RHONPDM
PAUSHAK LTD.,,PAUSHAK
ALKYL AMINES CHEMICALS LTD.-$,,ALKYLAMINE
FULFORD (INDIA) LTD.-$,,FULFORD
TUTICORIN ALKALI CHEMICALS &amp; FERTILISERS LTD.,,TUTIALKA
DIVIYA CHEMICALS LTD.,,DIVYCHM
PHARMACIA HEALTHCARE LTD.,,PHARMACIAH
ASTRAZENECA PHARMA INDIA LTD.,,ASTRAZEN
Aikyam Intellectual Property Consultancy Limited,,AIPCL
UDAYPCH,,UDAYPCH
PUNJAB NATIONAL FERTILIZERS &amp; CHEMICALS LTD.,,PUNNFERDM
PUNJAB ALKALIES &amp; CHEMICALS LTD.,,PACL
TANFAC INDUSTRIES LTD.-$,,TANFACIND
GUJARAT PETROSYNTHESE LTD.,,GUJPETR
SWADESHI INDUSTRIES LEASING CO.LTD.,,SWADEIN
MASTER CHEMICALS LTD.,,MASCH
MAHARASHTRA EXPLOSIVES LTD.,,MAHAXPO
MAHEXCH,,MAHEXCH
SHREEJAL INFO HUBS LTD.,,SHREEJAL
GUJARAT THEMIS BIOSYN LTD.,,GUJTHEM
PIRHL,,PIRHL
CHEMFAB ALKALIS LTD.,,CHEMFALKAL
MERIN,,MERIN
VARINDER AGRO CHEMICALS LTD.,,VARACDM
SHREE ACIDS &amp; CHEMICALS LTD.,,SHACIDS
MUNAK CHEMICALS LTD.,,MUNKCHM
JAYSYNTH DYESTUFF (INDIA) LTD.,,JAYSYN
MAKERS LABORATORIES LTD.-$,,MAKERSL
GUJARAT BINIL CHEMICALS LTD.,,ZGUJBNIL
CONTINENTAL CHEMICALS LTD.,,CONTCHM
KAPPAC PHARMA LTD.,,KAPPH
HARYANA PETROCHEMICALS LTD.,,HARPCDM
J.B.CHEMICALS &amp; PHARMACEUTICALS LTD.,,JBCHEPHARM
INDO GULF INDUSTRIES LTD.,,IGLFXPL-B
ADVANCE PETROCHEMICALS LTD.,,ADVPETR-B
NIRUP SYNCHROME LTD.,,NIRUPSYDM
INDAG PRODUCTS LTD.,,INDGPRO
MOTOROL SPECIALITY OILS LTD.,,MOTOROLSP
RATHI INDIA LTD.,,ZRATHIND
AGRO CHEM PUNJAB LTD.,,AGROCHM
B&amp;B Realty Limited,,BBREALTY
RAJASTHAN PETRO SYNTHETICS LTD.,,RAJSPTR
APT PACKAGING LTD.,,APTPACK
BLUE CHIP TEX INDUSTRIES LTD.,,BLUECHIPT
TWILIGHT LITAKA PHARMA LTD.-$,,TWILITAKA
GWALIOR POLYPIPES LTD.,,GWPLPIP
REGENT CHEMICALS LTD.,,RGNTCHM
NOBLE EXPLOCHEM LTD.-$,,NOBLEXP
HINDUSTAN AGRO CHEMICALS LTD.,,HINDACH
SHRISHMA FINE CHEMICALS &amp; PHARMACEUTICALS LTD.,,SHRISHM
BELAPUR INDUSTRIES LTD.,,BELAIND
BSI LTD.,,BSILTD
GWALIOR SUGAR CO.LTD.,,GWALSUG
HARYANA BREWERIES LTD.,,HARBRDM
HINDUSTAN BREWERIES &amp; BOTTLING LTD.,,ZHINDBRE
INDIA SUGARS &amp; REFINERIES LTD.,,INDSUGA
JAGATJIT INDUSTRIES LTD.,,JAGAJITIND
KESAR ENTERPRISES LTD.-$,,KESARENT
KOTHARI SUGARS &amp; CHEMICALS LTD.,,KOTHARIS
TILAKNAGAR INDUSTRIES LTD.-$,,TI
OUDH SUGAR MILLS LTD.,,OUDHSUG
APTE AMALGAMATIONS LTD.,,APTEAML
ARLEM BREWERIES LTD.,,ARLMBRWDM
RAVALGAON SUGAR FARM LTD.,,RAVALSUGAR
SAKTHI SUGARS LTD.,,SAKHTISUG
SICA BREWERIES LTD.,,SICBRDM
SKOL BREWERIES LTD.,,SKOLBDM
VISHNU SUGAR MILLS LTD.,,VISHNSG
WALCHANDNAGAR INDUSTRIES LTD.,,WALCHANNAG
